Project Code,Country,Managed By,Fulfill Via,Shipment Mode,Scheduled Delivery Date,Delivered to Client Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Line Item Quantity,Line Item Value,Pack Price,Unit Price,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
116-ZA-T01,South Africa,PMO - US,Direct Drop,Air,31-Mar-09,2-Dec-08,ARV,Adult,S. BUYS WHOLESALER,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,3025,47522.75,15.71,0.52,1047.0,5869.655000000001,93.14
116-ZA-T01,South Africa,PMO - US,Direct Drop,Air,7-Apr-09,3-Dec-08,ARV,Adult,S. BUYS WHOLESALER,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,3500,49840.0,14.24,0.47,1047.0,5869.655000000001,97.69
116-ZA-T01,South Africa,PMO - US,Direct Drop,Air,7-Apr-09,3-Dec-08,ARV,Pediatric,S. BUYS WHOLESALER,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Zidovudine,Generic,1008,3588.48,3.56,0.01,1047.0,5869.655000000001,7.03
116-ZA-T01,South Africa,PMO - US,Direct Drop,Air,5-May-09,23-Dec-08,ARV,Pediatric,S. BUYS WHOLESALER,"Stavudine 1mg/ml [Zerit], powder for oral solution, Bottle, 200 ml",Stavudine,Zerit,960,1152.0,1.2,0.01,1047.0,5869.655000000001,2.26
116-ZA-T01,South Africa,PMO - US,Direct Drop,Air,12-May-09,30-Dec-08,ARV,Pediatric,S. BUYS WHOLESALER,"Lamivudine 10mg/ml [Epivir], oral solution, Bottle, 240 ml",Lamivudine,Epivir,1800,10512.0,5.84,0.02,1047.0,5869.655000000001,20.6
116-ZA-T01,South Africa,PMO - US,Direct Drop,Air,31-Mar-09,21-Nov-08,ARV,Adult,S. BUYS WHOLESALER,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,1200,3384.0,2.82,0.05,1047.0,5869.655000000001,6.63
116-ZA-T01,South Africa,PMO - US,Direct Drop,Air,25-Jun-09,21-Apr-09,ARV,Pediatric,S. BUYS WHOLESALER,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,Generic,346,1954.9,5.65,0.02,1047.0,5869.655000000001,3.83
116-ZA-T01,South Africa,PMO - US,Direct Drop,Truck,25-Jun-09,5-Jun-09,ARV,Pediatric,S. BUYS WHOLESALER,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,5300,16642.0,3.14,0.1,1047.0,5869.655000000001,32.62
116-ZA-T01,South Africa,PMO - US,Direct Drop,Air,25-Jun-09,17-Jun-09,ARV,Pediatric,S. BUYS WHOLESALER,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,Generic,342,1932.3,5.65,0.02,1047.0,5869.655000000001,3.79
116-ZA-T01,South Africa,PMO - US,Direct Drop,Truck,19-Aug-09,19-Aug-09,ARV,Adult,S. BUYS WHOLESALER,"Stavudine 15mg [Zerit], capsules, 60 Caps",Stavudine,Zerit,2700,10665.0,3.95,0.07,1047.0,5869.655000000001,20.9
116-ZA-T01,South Africa,PMO - US,Direct Drop,Air,25-Jun-09,14-Apr-09,ARV,Adult,S. BUYS WHOLESALER,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,3735,134385.3,35.98,0.3,1047.0,5869.655000000001,263.4
116-ZA-T01,South Africa,PMO - US,Direct Drop,Air,25-Jun-09,29-Apr-09,ARV,Adult,S. BUYS WHOLESALER,"Zidovudine 300mg [Retrovir], tablets, 60 Tabs",Zidovudine,Retrovir,6000,80640.0,13.44,0.22,1047.0,5869.655000000001,158.05
116-ZA-T01,South Africa,PMO - US,Direct Drop,Air,25-Jun-09,20-Apr-09,ARV,Adult,S. BUYS WHOLESALER,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,11672,35016.0,3.0,0.05,1047.0,5869.655000000001,68.63
144-BW-T01,Botswana,PMO - US,Direct Drop,Air,13-Nov-09,13-Nov-09,HRDT,HIV test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,20,7000.0,350.0,3.5,48.0,1172.11,13.72
104-CI-T01,Côte d'Ivoire,PMO - US,Direct Drop,Air,22-Jul-09,22-Jul-09,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",Ritonavir,Norvir,400,15344.0,38.36,0.11,175.0,7642.97,30.07
116-ZA-T01,South Africa,PMO - US,Direct Drop,Truck,31-Jul-09,21-Apr-09,ARV,Pediatric,S. BUYS WHOLESALER,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,30,1080.0,36.0,0.12,1047.0,5869.655000000001,2.12
116-ZA-T01,South Africa,PMO - US,Direct Drop,Truck,15-May-09,17-Apr-09,ARV,Adult,S. BUYS WHOLESALER,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,80,2816.0,35.2,1.17,1047.0,5869.655000000001,5.52
116-ZA-T01,South Africa,PMO - US,Direct Drop,Truck,15-May-09,23-Apr-09,ARV,Adult,S. BUYS WHOLESALER,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,1000,19770.0,19.77,0.33,1047.0,3134.85,38.75
106-HT-T01,Haiti,PMO - US,Direct Drop,Air,16-Sep-09,16-Sep-09,HRDT,HIV test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,60,21000.0,350.0,3.5,144.0,3128.19,41.16
104-CI-T01,Côte d'Ivoire,PMO - US,Direct Drop,Air,15-Sep-09,15-Sep-09,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests","HIV, Genie II HIV-1/HIV-2 Kit",Genie,1000,110000.0,110.0,2.75,1101.0,8074.03,215.6
108-VN-T01,Vietnam,PMO - US,Direct Drop,Air,17-Jul-09,17-Jul-09,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",Ritonavir,Norvir,8,613.76,76.72,0.23,48.0,3366.04,1.2
108-VN-T01,Vietnam,PMO - US,Direct Drop,Air,10-Jul-09,10-Jul-09,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,3500,39025.0,11.15,0.19,1804.0,6341.88,76.49
102-BW-T01,Botswana,PMO - US,Direct Drop,Air,12-Jun-09,10-Jul-09,HRDT,HIV test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,5,1750.0,350.0,3.5,12.0,684.42,3.43
119-NA-T01,Namibia,PMO - US,Direct Drop,Air,1-Sep-09,1-Sep-09,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Clearview Complete Kit, 25 Tests","HIV 1/2, Clearview Complete Kit",Clearview,67,5025.0,75.0,3.0,48.0,401.97,9.85
108-VN-T01,Vietnam,PMO - US,Direct Drop,Air,28-Jul-09,28-Jul-09,ARV,Pediatric,BRISTOL-MYERS SQUIBB,"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,400,2800.0,7.0,0.12,148.0,14.36,5.49
119-NA-T01,Namibia,PMO - US,Direct Drop,Air,29-Jun-09,29-Jun-09,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,220,7040.0,32.0,1.6,79.0,1736.18,13.8
116-ZA-T01,South Africa,PMO - US,Direct Drop,Truck,28-Jul-09,28-Jul-09,ARV,Adult,S. BUYS WHOLESALER,"Ritonavir 100mg [Norvir], capsules, cool, 84 Caps",Ritonavir,Norvir,50,490.0,9.8,0.12,1047.0,5869.655000000001,0.96
116-ZA-T01,South Africa,PMO - US,Direct Drop,Truck,12-Oct-09,5-Aug-09,ARV,Adult,S. BUYS WHOLESALER,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,5000,41300.0,8.26,0.14,1047.0,5869.655000000001,80.95
116-ZA-T01,South Africa,PMO - US,Direct Drop,Truck,12-Oct-09,28-Jul-09,ARV,Pediatric,S. BUYS WHOLESALER,"Lamivudine 10mg/ml [Epivir], oral solution, Bottle, 240 ml",Lamivudine,Epivir,460,2838.2,6.17,0.03,1047.0,5869.655000000001,5.56
100-CI-T01,Côte d'Ivoire,PMO - US,Direct Drop,Air,27-Jun-06,27-Jun-06,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests","HIV, Genie II HIV-1/HIV-2 Kit",Genie,147,11076.45,75.35,1.88,165.0,1816.57,47.04
104-CI-T01,Côte d'Ivoire,PMO - US,Direct Drop,Air,14-Jul-06,14-Jul-06,HRDT,HIV test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,6,2400.0,400.0,4.0,15.0,1039.5,47.04
108-VN-T01,Vietnam,PMO - US,Direct Drop,Air,16-Nov-06,16-Nov-06,ARV,Pediatric,BRISTOL-MYERS SQUIBB,"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,2800,19600.0,7.0,0.12,555.0,3292.15,47.04
106-HT-T01,Haiti,PMO - US,Direct Drop,Air,9-Nov-06,9-Nov-06,HRDT,HIV test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,15,6000.0,400.0,4.0,36.0,1195.29,47.04
113-ZW-T01,Zimbabwe,PMO - US,Direct Drop,Air,7-Nov-06,7-Nov-06,ARV,Adult,INTERNATIONAL HEALTHCARE DISTRIBUTORS,"Lopinavir/Ritonavir 133.3/33.3mg [Kaletra], capsules, cool, 2 x 90 Caps",Lopinavir/Ritonavir,Kaletra,260,11096.8,42.68,0.24,135.0,5869.655000000001,47.04
112-NG-T01,Nigeria,PMO - US,Direct Drop,Air,7-Dec-06,7-Dec-06,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,894,2994.9,3.35,0.06,479.0,4861.14,47.04
108-VN-T01,Vietnam,PMO - US,Direct Drop,Air,14-Mar-07,14-Mar-07,ARV,Adult,CIPLA LIMITED,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,25100,276100.0,11.0,0.18,2575.0,18772.94,47.04
102-GY-T01,Guyana,PMO - US,Direct Drop,Air,29-Dec-06,29-Dec-06,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,900,36000.0,40.0,2.0,316.0,4989.87,47.04
111-MZ-T01,Mozambique,PMO - US,Direct Drop,Air,15-Feb-07,15-Feb-07,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,80,3288.0,41.1,0.34,25.0,5869.655000000001,47.04
107-RW-T01,Rwanda,PMO - US,Direct Drop,Air,27-Feb-07,27-Feb-07,ARV,Adult,CIPLA LIMITED,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,5605,202340.5,36.1,0.6,1047.0,5869.655000000001,47.04
117-ET-T01,Ethiopia,PMO - US,Direct Drop,Air,28-Dec-06,28-Dec-06,HRDT,HIV test,Abbott GmbH & Co. KG,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,200,16000.0,80.0,0.8,1047.0,5869.655000000001,47.04
108-VN-T01,Vietnam,PMO - US,Direct Drop,Air,24-Aug-07,24-Aug-07,ARV,Adult,CIPLA LIMITED,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,25000,187500.0,7.5,0.12,2348.0,21439.59,300.0
102-NG-T01,Nigeria,PMO - US,Direct Drop,Air,15-Mar-07,30-Mar-07,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests","HIV, Genie II HIV-1/HIV-2 Kit",Genie,375,28500.0,76.0,1.9,402.0,4445.75,47.04
117-ET-T01,Ethiopia,PMO - US,Direct Drop,Air,15-Jan-07,15-Jan-07,HRDT,HIV test,Abbott GmbH & Co. KG,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,4650,372000.0,80.0,0.8,1707.0,24859.45,47.04
104-CI-T01,Côte d'Ivoire,PMO - US,Direct Drop,Air,23-Oct-07,23-Oct-07,ARV,Pediatric,BRISTOL-MYERS SQUIBB,"Didanosine 50mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,1577,14981.5,9.5,0.16,306.0,5869.655000000001,23.97
102-NG-T01,Nigeria,PMO - US,Direct Drop,Air,7-Sep-07,7-Sep-07,HRDT,HIV test,Abbott GmbH & Co. KG,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,3500,280000.0,80.0,0.8,1194.0,5858.57,448.0
104-CI-T01,Côte d'Ivoire,PMO - US,Direct Drop,Air,2-Oct-07,2-Oct-07,ARV,Pediatric,BRISTOL-MYERS SQUIBB,"Didanosine 50mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,4270,40565.0,9.5,0.16,1047.0,5869.655000000001,64.9
108-VN-T01,Vietnam,PMO - US,Direct Drop,Air,2-Oct-07,2-Oct-07,ARV,Pediatric,Aurobindo Pharma Limited,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",Nevirapine,Generic,1000,1920.0,1.92,0.01,960.0,13762.41,3.07
108-VN-T01,Vietnam,PMO - US,Direct Drop,Air,2-Oct-07,2-Oct-07,ARV,Pediatric,Aurobindo Pharma Limited,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Zidovudine,Generic,1000,2100.0,2.1,0.01,1047.0,5869.655000000001,3.36
108-VN-T01,Vietnam,PMO - US,Direct Drop,Air,15-Oct-07,15-Oct-07,ARV,Pediatric,Aurobindo Pharma Limited,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Zidovudine,Generic,1000,2100.0,2.1,0.01,1047.0,5869.655000000001,3.36
108-VN-T01,Vietnam,PMO - US,Direct Drop,Air,15-Oct-07,15-Oct-07,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,3000,40500.0,13.5,0.22,332.0,4454.62,64.8
108-VN-T01,Vietnam,PMO - US,Direct Drop,Air,23-Nov-07,23-Nov-07,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,22500,277425.0,12.33,0.41,1955.0,16095.39,443.88
107-RW-T01,Rwanda,PMO - US,Direct Drop,Air,28-Jan-08,28-Jan-08,ARV,Adult,ASPEN PHARMACARE,"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Viread,1609,27353.0,17.0,0.57,157.0,7922.24,43.76
116-ZA-T01,South Africa,PMO - US,Direct Drop,Unknown,29-Jan-08,29-Jan-08,ARV,Pediatric,"JSI R&T INSTITUTE, INC.","Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,30,1447.8,48.26,0.16,1047.0,5869.655000000001,2.32
116-ZA-T01,South Africa,PMO - US,Direct Drop,Unknown,29-Jan-08,29-Jan-08,ARV,Adult,"JSI R&T INSTITUTE, INC.","Didanosine EC 400mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",Didanosine EC,Videx EC,100,2850.0,28.5,0.95,1047.0,5869.655000000001,4.56
108-VN-T01,Vietnam,PMO - US,Direct Drop,Air,28-Mar-08,28-Mar-08,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",Ritonavir,Norvir,100,18333.0,183.33,0.55,337.0,2535.4,29.33
107-RW-T01,Rwanda,PMO - US,Direct Drop,Air,28-Jan-08,28-Jan-08,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,1099,30222.5,27.5,0.46,113.0,1511.25,48.36
108-VN-T01,Vietnam,PMO - US,Direct Drop,Air,1-Feb-08,1-Feb-08,ARV,Adult,Aurobindo Pharma Limited,"Stavudine 20mg, capsules, 60 Caps",Stavudine,Generic,1200,2100.0,1.75,0.03,125.0,2429.85,3.36
100-KZ-T01,Kazakhstan,PMO - US,Direct Drop,Air,27-Dec-07,27-Dec-07,HRDT,HIV test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,50,17500.0,350.0,3.5,1047.0,5869.655000000001,28.0
123-NG-T01,Nigeria,PMO - US,Direct Drop,Air,5-Feb-08,5-Feb-08,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,650,51993.5,79.99,0.8,148.0,2577.27,83.19
116-ZA-T01,South Africa,PMO - US,Direct Drop,Unknown,21-Jan-08,4-Jan-08,ARV,Adult,"JSI R&T INSTITUTE, INC.","Stavudine 20mg [Zerit], capsules, 60 Caps",Stavudine,Zerit,100,573.0,5.73,0.1,1047.0,5869.655000000001,0.92
102-BW-T01,Botswana,PMO - US,Direct Drop,Air,3-Jul-08,3-Jul-08,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,450,14400.0,32.0,1.6,154.0,2496.62,23.04
110-ZM-T01,Zambia,PMO - US,Direct Drop,Air,14-May-08,14-May-08,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,6040,193280.0,32.0,1.6,2052.0,24689.0,309.25
110-ZM-T01,Zambia,PMO - US,Direct Drop,Air,6-Jun-08,30-May-08,HRDT,HIV test - Ancillary,"Orgenics, Ltd","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,4300,43.0,0.01,0.0,284.0,5869.655000000001,0.07
104-CI-T01,Côte d'Ivoire,PMO - US,Direct Drop,Air,4-Mar-09,4-Mar-09,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,289,7803.0,27.0,1.35,79.0,1104.69,15.29
111-MZ-T01,Mozambique,PMO - US,Direct Drop,Air,9-Jul-08,4-Jul-08,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,3000,215970.0,71.99,0.72,682.0,5298.9,345.55
104-CI-T01,Côte d'Ivoire,PMO - US,Direct Drop,Air,8-Apr-08,4-Apr-08,HRDT,HIV test - Ancillary,"Orgenics, Ltd","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,70,0.7,0.01,0.0,1047.0,5869.655000000001,0.0
104-CI-T01,Côte d'Ivoire,PMO - US,Direct Drop,Air,22-Jul-08,22-Jul-08,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,1116,78120.0,70.0,0.7,255.0,5175.72,124.99
104-CI-T01,Côte d'Ivoire,PMO - US,Direct Drop,Air,19-Dec-08,19-Dec-08,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,1116,78120.0,70.0,0.7,256.0,7118.12,153.12
102-GY-T01,Guyana,PMO - US,Direct Drop,Air,6-May-08,6-May-08,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,832,26624.0,32.0,1.6,832.0,3740.04,42.6
102-GY-T01,Guyana,PMO - US,Direct Drop,Air,28-Jul-08,28-Jul-08,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,213,15333.87,71.99,0.72,49.0,959.46,24.53
102-BW-T01,Botswana,PMO - US,Direct Drop,Air,11-Apr-08,11-Apr-08,HRDT,HIV test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,10,3500.0,350.0,3.5,39.0,604.0,5.6
113-ZW-T01,Zimbabwe,PMO - US,Direct Drop,Air,17-Nov-08,21-Oct-08,HRDT,HIV test - Ancillary,"Orgenics, Ltd","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,1634,16.34,0.01,0.0,1047.0,5869.655000000001,0.03
116-ZA-T01,South Africa,PMO - US,Direct Drop,Truck,24-Apr-08,24-Apr-08,ARV,Adult,S. BUYS WHOLESALER,"Lopinavir/Ritonavir 133.3/33.3mg [Kaletra], capsules, cool, 2 x 90 Caps",Lopinavir/Ritonavir,Kaletra,400,15760.0,39.4,0.22,1047.0,5869.655000000001,25.22
116-ZA-T01,South Africa,PMO - US,Direct Drop,Truck,24-Apr-08,24-Apr-08,ARV,Pediatric,S. BUYS WHOLESALER,"Ritonavir 80mg/ml [Norvir], oral solution, cool, Bottle, 90 ml",Ritonavir,Norvir,6,47.28,7.88,0.09,1047.0,5869.655000000001,0.08
116-ZA-T01,South Africa,PMO - US,Direct Drop,Truck,24-Apr-08,24-Apr-08,ARV,Adult,S. BUYS WHOLESALER,"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Viread,500,10925.0,21.85,0.73,1047.0,5869.655000000001,17.48
108-VN-T01,Vietnam,PMO - US,Direct Drop,Air,7-Jul-08,20-Jun-08,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,10080,29232.0,2.9,0.05,507.0,4159.45,46.77
108-VN-T01,Vietnam,PMO - US,Direct Drop,Air,1-Jun-08,1-Jun-08,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,6720,77145.6,11.48,0.38,522.0,3796.05,123.43
104-CI-T01,Côte d'Ivoire,PMO - US,Direct Drop,Air,9-May-08,9-May-08,HRDT,HIV test - Ancillary,"Orgenics, Ltd","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,250,2.5,0.01,0.0,17.0,5869.655000000001,0.0
116-ZA-T01,South Africa,PMO - US,Direct Drop,Unknown,25-Apr-08,7-Apr-08,ARV,Adult,S. BUYS WHOLESALER,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,300,4614.0,15.38,0.51,1047.0,5869.655000000001,7.38
116-ZA-T01,South Africa,PMO - US,Direct Drop,Unknown,25-Apr-08,25-Apr-08,ARV,Adult,S. BUYS WHOLESALER,"Zidovudine 300mg [Retrovir], tablets, 60 Tabs",Zidovudine,Retrovir,300,4155.0,13.85,0.23,1047.0,5869.655000000001,6.65
116-ZA-T01,South Africa,PMO - US,Direct Drop,Unknown,25-Apr-08,7-Apr-08,ARV,Adult,S. BUYS WHOLESALER,"Didanosine EC 250mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",Didanosine EC,Videx EC,100,1849.0,18.49,0.62,1047.0,5869.655000000001,2.96
102-NG-T01,Nigeria,PMO - US,Direct Drop,Air,28-May-08,28-May-08,HRDT,HIV test - Ancillary,"Orgenics, Ltd","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,1130,11.3,0.01,0.0,1047.0,5869.655000000001,0.02
108-VN-T01,Vietnam,PMO - US,Direct Drop,Air,3-Oct-08,3-Oct-08,ARV,Pediatric,BRISTOL-MYERS SQUIBB,"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,400,2800.0,7.0,0.12,81.0,3013.09,4.48
108-VN-T01,Vietnam,PMO - US,Direct Drop,Air,19-Aug-08,19-Aug-08,ARV,Adult,STRIDES ARCOLAB LIMITED,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,10780,15631.0,1.45,0.02,502.0,7575.6,25.01
116-ZA-T01,South Africa,PMO - US,Direct Drop,Truck,20-Aug-08,8-May-08,ARV,Adult,S. BUYS WHOLESALER,"Lopinavir/Ritonavir 133.3/33.3mg [Kaletra], capsules, cool, 2 x 90 Caps",Lopinavir/Ritonavir,Kaletra,670,24783.3,36.99,0.21,1047.0,5869.655000000001,39.65
116-ZA-T01,South Africa,PMO - US,Direct Drop,Truck,20-Aug-08,21-May-08,ARV,Adult,S. BUYS WHOLESALER,"Lamivudine 150mg [Epivir], tablets, 60 Tabs",Lamivudine,Epivir,2000,11060.0,5.53,0.09,1047.0,5869.655000000001,17.7
116-ZA-T01,South Africa,PMO - US,Direct Drop,Truck,20-Aug-08,14-May-08,ARV,Adult,S. BUYS WHOLESALER,"Zidovudine 300mg [Retrovir], tablets, 60 Tabs",Zidovudine,Retrovir,1000,16630.0,16.63,0.28,1047.0,5869.655000000001,26.61
116-ZA-T01,South Africa,PMO - US,Direct Drop,Truck,20-Aug-08,8-May-08,ARV,Pediatric,S. BUYS WHOLESALER,"Nevirapine 10mg/ml [Viramune], oral suspension, Bottle, 240 ml",Nevirapine,Viramune,30,435.9,14.53,0.06,1047.0,5869.655000000001,0.7
106-HT-T01,Haiti,PMO - US,Direct Drop,Air,27-Oct-08,27-Oct-08,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,1123,78610.0,70.0,0.7,257.0,2851.72,154.08
